RecordID,Title,Rating,Comment
363, Boy loves this.,5,"Good price, good quality and a must have for the garden. Packs away nicely for the beach too"
364, Hours of fun and exercise,5,Love whacking the ball round with friends and family. Great fun. Makes us laugh a lot! Great exercis
365, Great game,4,I was a bit worried as there was no cardboard cover showing the product. Contents look in tact but j
366, Great,5,"Easy assembly , bit of fun for the kids in summer holidays ."
367, Great,5,"Easy to set up, great quality and kids love it. Highly recommended."
368, great product,5,this is easy to assemble and to take down and put away. We have had lots of fun in the back garden. 
369, No outer wrapper,3,No outer wrapping or instructions like the picture shows. Bought as a gift but looks cheap in appear
370, Go with the swing,5,"Easy to assemble great fun to use, good product."
371, Great scrub,5,Works well
372, Sooo good,5,This lip scrub is amazing love it so much
373, Super soft lips!,5,Bought this after getting aligners and finding that my lips were getting really dry and flaky. It ha
374, Scrubs my lips,4,Works as intended. Maybe make it taste a little worse cos i fell into a trance and ate like half of 
375, really helps with drier lips,5,"very good, and edible too !"
376, Amazing,5,Fantastic product. Got my lips feeling soft and looking pinker!
377, NEW HOLY GRAIL,5,This leaves your lips feeling soft and beautiful honestly! 10/10 recommend. I use roughly 3 times a 
378, Worst,1,Just fragrance and rest whole pot is drying substance
379, Absolutely great,5,These work really well
380, Loved it,5,"It smells amazing, a bit is guaranteed to go inside of your mouth so it's good that it tastes nice t"
381, Good value,5,Used for poaching eggs. Did them well.
382, Great little pan,4,"Good little pan, non stick works well."
383, Omelette pan 101% satisfaction with my purchase,5,101% satisfied with omelette pan.
384," Ok, does the job",3,Feels cheap but does the job it's supposed to do. Smaller than expected.
385, egg poacher,5,its brill ask for nothing better
386, Dissatisfied,1,Hole in one of the egg poachers have to return it
387, Eggselent,4,Good value for money 2 in 1 small non stick frying pan + egg poacher
388, Too small,1,"Depth for the water is too shallow, and my large eggs wouldn’t fit in the cups."
389, Handy pan,5,.
390," Perfect eggs,",5,"Does what it says on the box, sturdy and easy to clean"
391, Sparkling water,4,"Save the planet, stop buying bottles of fizzy water, Check ✅"
392, Good quality,5,Great product and excellent quality
393, Saving £££££'s on plastic,5,Had a sodastream back in the 80's as kidsNow I'm saving money not buying sparkly water in litre bott
394, Saves a fortune,5,Well made product. Can carbonate to the strength you like ans saves a fortune on buying carbonated d
395, Good product,5,I recommend to everyone
396, Overflows - does not work,1,My old Sodastream stopped working even with new bottles and this new unit is no different. Does not 
397, Performance Inadequate,1,Carbonation did not last and gas cylinder only made for around half that’s stated bottles.
398, Okay,4,The machine is exactly like my parents had when I was a child and soda stream was a new thing out al
399, great,5,"Use it every day, very good"
400, Soda stream,5,Does exactly what I want and saves me carrying pop into house
401, Beautiful Frozen jigsaw,5,This was bought as a gift. The box is good quality and the four jigsaws are graded in size. The chil
402, Puzzle,5,Good little puzzle for the price
403, Very strong,5,My granddaughter loves them
404, Stickers,3,Jigsaw was delivered with stickers all over the front picture. Unable to remove all of it which is r
405, Birthday gift,5,I bought this for a children's party gift. I was very impressed that I was able to get a branded gif
406, Brought as a present,5,"Daughter's friend loves frozen. Came quick, great packaging and she liked the gift."
407, i managed to do it,5,"i spent like 4 weeks how to open the box and i hope ill finish it until winter""joke"" :)"
408, Good value,4,"For £5, you can’t complain! The pieces are good quality and who doesn’t love Frozen?However, my feed"
409, Don’t expect a huge puzzle,1,Bought loads of little items for friends as gifts. Tiny. Awful quality. Can get cheaper at smyths
410, Nice puzzle but not easily separated,4,"Puzzle was great for my 3 year old but the puzzles are all in one box: however, can be differentiate"
411, Great item,5,Used once and they were excellent. Very happy
412, Pair of Callaway golf gloves,5,1st time I’ve used a pair of golf gloves when playing golf. Played in the rain so anyone who has don
413, Very nice and warm,5,My uncle is very happy with these good quality and warm
414, Great,5,Good present
415, Feel good,4,Not used as yet but quality is good
416, Kept me warm,5,I’m usually a fair weather golfer but have been playing a few rounds in the cold & wet. They kept my
417, Winter golf,4,Great for keeping the hands warm but only a 4star as they do take on a fair bit of water when it rai
418," Wear very quickly, lovely glove but the quality could be better",3,Quality needs improvement as they wear very quickly
419, Great gloves,5,Great quality gloves that last
420, Perfect fit,5,Second pair purchased absolutely fabulous
421, Good product,5,"Just as I read about the product, it works very well. Will always recommend"
422, Great kitchen addition,5,I love this. All the compartments work great. The chopper function is particular good. Very good cap
423, Good Food Processor,5,"Only a small negative, is it a bit loud when using the blender"
424, Worth it,5,"Complete process food, blend soup and smoothie with small blender.I love it."
425, Great Kitchen Gadget,4,"I absolutely love this! from mixing, juicing and blending - superb performance. A little on the loud"
426, Nice,5,I love it
427, Brilliant appliance.,5,This is built to perform. Its scarily efficient. I am still learning to use all the features. I do r
428, Can’t blend everything,1,It’s okay. Bit pricy for what it can do. The pure function is useless. If you want something blended
429, Excellent product,5,"Sturdiness, powerful"
430, Bowl broke and no replacement,1,The bowl sheared off at the screws after just one year’s use and there is no available replacements.
431, Very prompt service and seems to work well,5,My old toaster kept blowing the fuses in the house so after an aborted breakfast this morning ordere
432, Quest 4 Slice Toaster Black - Extra Wide Long Slots,5,"Prompt delivery. Looks great, easy to clean. Love it."
433, Mixed feelings,4,It toasts well.It has only 2 slots as against my old Tefal with 4.The slots are not individually pro
434, Toaster,5,Good price works ok looks good
435, Is what it is,4,Bought for my friend because i broke her toaster.Takes a while to get used to the shape.Makes good t
436, Cooks uneven and burns crusts,2,Been using this a couple of months now and have to manually turn the bread halfway through to get an
437, Good toaster,5,Excellent service
438, not 4 slice at all,2,dont waste money doesnt fit 4 slices no matter what way rotated doesn't toast properly
439, Didn't even last 3 months,1,"The toaster started sparking, while making some toast, cancel button stopped working, it would have "
440," Ok, should be a little deeper",3,"This could do with being a bit deeper. It’s useful having lots of width though, why more toasters ar"
441, J Wales October 2023,3,Bought for Christmas gift pleased with purchase
