ID,Title,Rating,Comment,asin_number
304, Decent fun,4,Better than the wii version with the added online play. Nice to see they have added more games on th,B09S79RJN2
305, Boring and Lifeless,1,"Wii Sports and Wii Sports Resort were infinitely better than Switch Sports, It's extremely boring an",B09S79RJN2
306, German Version,5,"Although the box is in German, the game is still in English, but unfortunately its American English,",B09S79RJN2
307, Nice game,5,Nice game,B09S79RJN2
308, worse than wii,1,souless,B09S79RJN2
309, Purchased as a gift,5,Great gameGood priceSpeedy deliveryLoved it.🎾⚽️🎳,B09S79RJN2
310, Fraud,1,This is a fraud product. It came without any codes or card inside. Contacted the customer support te,B09S79RJN2
311, Great gift,5,Bought as a gift really good quality,B08RZ9VFWB
312, A perfect Gift,5,I gave this as a birthday gift and it was perfect. Good quality and sits well on car keys. tis taken,B08RZ9VFWB
313, Superb little key chain,5,Good ket chain if you like funkopops or atar qars,B08RZ9VFWB
314, Good for the price,3,well seeing the price I didn't have my hopes to high on the quality of this keychain but when it arr,B08RZ9VFWB
315, It's Grogu,5,Fantastic because it's grogu!! It came boxed so I decided to keep it on display in the box rather th,B08RZ9VFWB
316, What a lovely little character,5,I am a fan of Grogu and I was happy to find this lovely little key ring. Quality is excellent.,B08RZ9VFWB
317, So cute- but eyes are bit pink,5,"Super cute keyring, the guy I’m dating loved it. My only hesitation was he looks like he’s kind of g",B08RZ9VFWB
318, Perfect,5,All good,B08RZ9VFWB
319, Love it!,5,I love it.,B08RZ9VFWB
320, Keyring,5,Bought this as a birthday present for my son and he loves it,B08RZ9VFWB
321, Great Fun,5,"Bought this for 5 year old for Christmas. He hasn't used it yet, but I am sure he will love the inte",B07TY15FZN
322, Hours of fun,5,Bought for a 7 year old who loved it,B07TY15FZN
323, Excellent globe,5,I was surprised how much this leapfrog globe has to offer out of the box.It offers plenty to do if y,B07TY15FZN
324, Leapfrog rubbish,1,We bought this a while ago but only used this a couple of times the pen broke and I contacted leapfr,B07TY15FZN
325, Great Learning Tool,5,My 6yo daughter loves it and has been super helpful in developing her interest in geography,B07TY15FZN
326, Granddaughter loved it,4,Great learning aid for kids,B07TY15FZN
327, Wonderful education tool,5,I bought the interactive globe for my granddaughter's 6th birthday. She was thrilled with it and in ,B07TY15FZN
328, Good but restricted,3,Good fun for a few weeks but you need a pc to download the extra packs. It plays the games over and ,B07TY15FZN
329, Stylus pen stopped working,1,It was Santa's present... The stylus brake after two months of use. These are my 7 years son's words,B07TY15FZN
330," My kid love it, and I learn too",5,"OMG, this is so educational and fun at the same time. There are lot of small video clips to educate ",B07TY15FZN
331, Amazing sound quality,5,The sound quality is perfect. Price is a bit high though.,B0BDJ37NF5
332, AirPods,5,Great item,B0BDJ37NF5
333, Love them,5,"Beautiful design, fits perfectly and has 4 different sizes for ear, noise cancellation is beautiful ",B0BDJ37NF5
334, Exactly as needed,5,Comfortable to useFantastic sound qualityGreat build qualityLong lasting battery lifeEasy to set up,B0BDJ37NF5
335, APPLE AIRPODS,5,Good price,B0BDJ37NF5
336, Airpods birthday gift,5,Bought as a gift and the recipient is very happy with them.,B0BDJ37NF5
337, Very good sound,5,Received the product promptly. In fact so promptly that it arrived the very next day even though I d,B0BDJ37NF5
338, Early Christmas and excellent!,5,Purchasedvfor my partner as his main Christmas present.Yes he has had them already. He said they are,B0BDJ37NF5
339, Amazing spatial sound effects,5,So after having AirPods for a few years i thought it was about time to upgrade. I am glad I did. The,B0BDJ37NF5
340, Perfect pair of earphone,5,Perfect ear phones from apple.. but expensive but they are worth it 😊.. happy with the delivery too,B0BDJ37NF5
341, Overall good grill,4,"I'm quite happy with this purchase, it's very good and quick for toasties but in case you use it as ",B082FRV6F6
342," Great product, versatile, easy to clean",5,"Easy to use, Great for toasted panninis, toasties as well as meat. Small and portable, we also use i",B082FRV6F6
343, Easy,5,Very versatile,B082FRV6F6
344, Poor build qualit,1,"Ordered this grill from another retailer, arrived broken, luckily that also exposed the flimsy mater",B082FRV6F6
345, Not good,2,"It’s not what I accepted, not good",B082FRV6F6
346, George formam,5,Fast cooking heats food up loverly and size is perfect for your money and very easy to useFood taste,B082FRV6F6
347, Good enough,4,"It does the job. Some reviews say the top is coming off, but this is made on purpose to accomodate d",B082FRV6F6
348, Easy to store,5,The small version is a nice size. It works very well. Only downside is the outside gets quite hot so,B082FRV6F6
349, Regret purchasing,1,This was so small it was practically pointless. Also impossible to keep clean. Ended up covered in g,B082FRV6F6
350, Large plate ideal,5,Replaced my old one had for years Heats up fast ease to use and clean highly recommended bargain pri,B082FRV6F6
351, Tidy tracking,4,"Solid trackers, good battery life & as one of the big brands there should be enough people out there",B09B2WG9X9
352, useless without subscription,3,"You have to subscribe to get notifications, unlike Samsung's tags, I didn't pay attention to them fo",B09B2WG9X9
353, Only works on certain I phones,3,The tile itself is strong and the sound is good I have a I phone 8 the app doesn’t work on the phone,B09B2WG9X9
354, Not as good as advertised.,3,"So managed to lose one, in my garden somewhere, so not a complex landscape. Software / partner phone",B09B2WG9X9
355, Very useful.,5,Very easy to connect to App. and appears to work well.,B09B2WG9X9
356, Wouldn’t be without these now,5,You will be pleased you have one of these fitted to your keys when you need it. Found my keys multip,B09B2WG9X9
357, Extremely useful,4,I had one of these in my luggage for a recent trip to Japan. Unfortunately there some hotels don't p,B09B2WG9X9
358, Life saver,5,This item is great . I had lost my 7 seater keys . Found after 3 days in a pile of rubbish in the ya,B09B2WG9X9
359, Tile Tracker,5,Excellent tracking device - bought the model that has replaceable batteries rather than the 3 year n,B09B2WG9X9
360, Ideal for tracking luggage,4,Tried out for the first time during recent trip to/from Mallorca to keep an eye on the movement of o,B09B2WG9X9
361, Classic swing ball,4,All the equipment fits into the base box when not in use,B09GPWQYTL
362, Hours of Play,5,"Great for any surface, just what my grandsons needed this summer! An absolute hoot playing round Rob",B09GPWQYTL
363, A swinging success,5,Swing ball set is great to use outside and inside depending on the weather .It’s great for all ages ,B09GPWQYTL
364, Boy loves this.,5,"Good price, good quality and a must have for the garden. Packs away nicely for the beach too",B09GPWQYTL
365, Hours of fun and exercise,5,Love whacking the ball round with friends and family. Great fun. Makes us laugh a lot! Great exercis,B09GPWQYTL
366, Great game,4,I was a bit worried as there was no cardboard cover showing the product. Contents look in tact but j,B09GPWQYTL
367, Great,5,"Easy assembly , bit of fun for the kids in summer holidays .",B09GPWQYTL
368, Great,5,"Easy to set up, great quality and kids love it. Highly recommended.",B09GPWQYTL
369, great product,5,this is easy to assemble and to take down and put away. We have had lots of fun in the back garden. ,B09GPWQYTL
370, No outer wrapper,3,No outer wrapping or instructions like the picture shows. Bought as a gift but looks cheap in appear,B09GPWQYTL
371, Left my lips feeling smooth,4,My lips get very dry in the cold weather and I decided to try this product to see if it would help. ,B07YV97FHP
372, Smell lovely,5,Does the job,B07YV97FHP
373, Fabulous,5,I really love this lip scrub.. only a tiny amount is needed so it lasts for months..I use it with a ,B07YV97FHP
374, Great scrub,5,Works well,B07YV97FHP
375, Sooo good,5,This lip scrub is amazing love it so much,B07YV97FHP
376, Super soft lips!,5,Bought this after getting aligners and finding that my lips were getting really dry and flaky. It ha,B07YV97FHP
377, Scrubs my lips,4,Works as intended. Maybe make it taste a little worse cos i fell into a trance and ate like half of ,B07YV97FHP
378, really helps with drier lips,5,"very good, and edible too !",B07YV97FHP
379, Amazing,5,Fantastic product. Got my lips feeling soft and looking pinker!,B07YV97FHP
380, NEW HOLY GRAIL,5,This leaves your lips feeling soft and beautiful honestly! 10/10 recommend. I use roughly 3 times a ,B07YV97FHP
381, Easy to use,5,Eggs were done perfectly after a couple of times.,B07L8MHVFK
382, Very easy to use,5,Arrived promptly,B07L8MHVFK
383, Compact,4,Poaching cups are on the small side but does the job.,B07L8MHVFK
384, Non-stick,4,"To be fair, plastic moulds don't conduct heat well, so poached eggs take forever. But the pan is a g",B07L8MHVFK
385, Too small,1,Disappointing . I’m no Ramsay but I can poach an egg . The containers for this are so small that onl,B07L8MHVFK
386, The only way to poach,5,"Great pan, worked perfectly first time. Just add little bit of water until touches bottom of egg cup",B07L8MHVFK
387, Very disappointed. Expensive and not fit for purpose.,1,Sadly on first use despite having water in the pan the poachers melted so have had to throw away.I h,B07L8MHVFK
388, Better than more expensive poachers,5,This little poacher does the trick; makes perfect eggs. We coat the inside of the cups with butter a,B07L8MHVFK
389, Good value,5,Used for poaching eggs. Did them well.,B07L8MHVFK
390, Great little pan,4,"Good little pan, non stick works well.",B07L8MHVFK
391, Not as good as the old models,1,"Makes a mess , not easy to use , needs 4 pumps instead of 3 to get desired Fizz hence will use more ",B09H3627RB
392, Love it!,5,"I was using so many plastic bottles of water, it seemed much better to get a soda stream. Love it! A",B09H3627RB
393, Very disappointed,2,I was thinking of something that create the level of carbonation I find in soda or carbonated water ,B09H3627RB
394, Sparkling water,4,"Save the planet, stop buying bottles of fizzy water, Check ✅",B09H3627RB
395, Good quality,5,Great product and excellent quality,B09H3627RB
396, Saving £££££'s on plastic,5,Had a sodastream back in the 80's as kidsNow I'm saving money not buying sparkly water in litre bott,B09H3627RB
397, Saves a fortune,5,Well made product. Can carbonate to the strength you like ans saves a fortune on buying carbonated d,B09H3627RB
398, Good product,5,I recommend to everyone,B09H3627RB
399, Overflows - does not work,1,My old Sodastream stopped working even with new bottles and this new unit is no different. Does not ,B09H3627RB
400, Performance Inadequate,1,Carbonation did not last and gas cylinder only made for around half that’s stated bottles.,B09H3627RB
401, Daughter loves it,5,Prefect for 5 year oldBrilliant gift daughters loves it and has sat for hours playing with it,B07W6ZWW7B
402, Good for a gift or present,4,"Delivered in the course of time as indicated, bought as a gift idea for a girl at Christmas,just get",B07W6ZWW7B
403, Beautiful Frozen jigsaw,5,This was bought as a gift. The box is good quality and the four jigsaws are graded in size. The chil,B07W6ZWW7B
